
  ID_PRODUTO PRODUTO                                                                                                                  BARRAS                                       ESTOQUE           VALOR_VENDA STATUS                         
        3123 CABO FLEX 02,5MM 100M COBRECOM BRANCO  - 1150501401                                                                      7898259251860                               200.0000              2.300000 ATIVO                          
        3129 CABO FLEX 02,5MM 100M COBRECOM PRETO  - 1150505401                                                                       7898259251921                               700.0000              2.300000 ATIVO                          
        2767 CABO FLEX 02,5MM 100M COBRECOM VERDE  - 1150505401                                                                       7898259251938                               100.0000              2.300000 ATIVO                          
        2488 CABO FLEX 02,5MM 100M CORFIO VERMELHO  - 0107-VERMELHO                                                                   7898258651081                               600.0000              2.300000 ATIVO                          
        2720 CABO FLEX 04,0MM 100M COBRECOM VERDE  - 1150605401                                                                       7898259252027                               500.0000              4.000000 ATIVO                          
        2724 CABO FLEX 06,0MM 100M COBRECOM VERDE  - 1150705401                                                                       7898259252119                                96.0000              5.000000 ATIVO                          
        2723 CABO FLEX 06,0MM 100M COBRECOM VERMELHO  - 1150706401                                                                    7898259252072                               100.0000              5.000000 ATIVO                          
        3179 CABO FLEX AGRANEL 1,5 MM                                                                                                                                               1.0000              1.900000 ATIVO                          
        3185 CABO FLEX AGRANEL 1,5 MM DUPLO                                                                                           <null>                                      -19.0000              3.000000 ATIVO                          
        3180 CABO FLEX AGRANEL 2,5 MM                                                                                                                                            -198.0000              2.300000 ATIVO                          
        3181 CABO FLEX AGRANEL 4 MM                                                                                                                                              -139.0000              4.000000 ATIVO                          
        3182 CABO FLEX AGRANEL 6 MM                                                                                                   <null>                                      -39.0000              6.000000 ATIVO                          
        3183 CABO FLEX AGRANEL 6 MM RIGIDO                                                                                            <null>                                      -14.0000              7.000000 ATIVO                          
        3091 CABO FLEX.  1,5MM AZ.CORFIO   C100                                                                                       7898258650985                               300.0000              1.900000 ATIVO                          
        2631 CABO FLEX.  1,5MM PT.CORFIO   C100                                                                                       7898258650978                               200.0000              1.900000 ATIVO                          
        2632 CABO FLEX.  1,5MM VERD.CORFIO   C100                                                                                     7898258651012                               200.0000              1.900000 ATIVO                          
        2633 CABO FLEX.  1,5MM VM.CORFIO   C100                                                                                       7898258650992                               200.0000              1.900000 ATIVO                          
        2398 CABO FLEX.  4,0MM VM.CORFIO   C100                                                                                       7898258651173                               100.0000              4.000000 ATIVO                          
        3117 CABO FLEXICOM 2,5 AZUL COBRECOM                                                                                          7898259251884                               100.0000              2.300000 ATIVO                          
        2964 CABO FLEXICOM 2,5 VERMELHO COBRECOM                                                                                      7898259251891                               500.0000              2.300000 ATIVO                          
        3101 CABO FLEXIVEL 02.5MM AZUL 750V CORFIO                                                                                    <null>                                      400.0000              2.300000 ATIVO                          
        2256 CABO FLEXIVEL 02.5MM PTO 750V CORFIO                                                                                     7898258651067                               900.0000              2.300000 ATIVO                          
        1172 CABO FLEXIVEL 02.5MM PTO 750V SIL*                                                                                       7897381600621                                 7.0000              2.300000 ATIVO                          
        2257 CABO FLEXIVEL 02.5MM VDE 750V CORFIO                                                                                     7898258651104                               600.0000              2.300000 ATIVO                          
         587 CABO FLEXIVEL 04.0MM PTO 750V COBRECOM                                                                                   7898259252010                               400.0000              4.000000 ATIVO                          
        3641 CABO MADEIRA P/ MACHADO 95CM                                                                                             7897937430900                                 2.0000             28.000000 ATIVO                          
        3649 CABO MADEIRA P/ENXADA 1,5 MAD STANDARD C/SUP.PVC                                                                         7897937439002                                12.0000             17.000000 ATIVO                          
        3651 CABO MADEIRA P/RASTELO                                                                                                   7700010036510                                 9.0000             18.000000 ATIVO                          
        3646 CABO MADEIRA PARA ENXADA 1,5M REDONDO                                                                                    7897937440008                                 8.0000             21.000000 ATIVO                          
        3676 CABO P/ ENXADA RED.                                                                                                      7700010036763                                15.0000             18.000000 ATIVO                          
        3668 CABO P/ MACHADO                                                                                                          7700010036688                                21.0000             28.000000 ATIVO                          
        3667 CABO P/ PICARETA- CHIBANCA                                                                                               7700010036671                                15.0000             28.000000 ATIVO                          
        4271 CABO P/ PÁ RETO 1.20M MINASUL                                                                                            <null>                                       21.0000             20.000000 ATIVO                          
        3643 CABO PARA PICARETA                                                                                                       7700010036435                                13.0000             22.000000 ATIVO                          
        3663 CABO RETO REDONDO                                                                                                        7700010036633                                 2.0000             18.000000 ATIVO                          
        2797 CABO RIG.06MM PT 750V CORFIO C100M                                                                                       7899563906842                               148.0000              7.000000 ATIVO                          
        3158 CABO RIG.06MM VERDE 750V CORFIO C100M                                                                                    7899563906859                               100.0000              7.000000 ATIVO                          
        2325 CADEADO 30MM PADO(E)                                                                                                     7891065000165                                21.0000             20.000000 ATIVO                          
        3188 CADEADO DE LATAO LT 20MM- PADO                                                                                           7891065000141                                34.0000             15.000000 ATIVO                          
        3315 CADEADO GLORY P                                                                                                          7700010033151                                 3.0000              9.000000 ATIVO                          
        3314 CADEADO GLORY PP                                                                                                         7700010033144                                 6.0000              7.000000 ATIVO                          
        4265 CADEADO LATAO 25MM PD                                                                                                    7891065000158                                10.0000             24.000000 ATIVO                          
        4131 CADEADO LATAO 35MM PADO                                                                                                  7891065000172                                30.0000             35.000000 ATIVO                          
        2683 CADEADO LT-40MM                                                                                                          7891065011635                                 4.0000             38.000000 ATIVO                          
         538 CAIBRO MADEIRA 2,5                                                                                                       7700010005387                                32.0000             15.000000 ATIVO                          
         775 CAIBRO MADEIRA 3,0                                                                                                       7700010007756                                20.0000             18.000000 ATIVO                          
        3802 CAIBRO MADEIRA 4,0                                                                                                       7700010038026                                45.0000             24.000000 ATIVO                          
        3846 CAIBRO MADEIRA 5,00                                                                                                      7700010038460                                18.0000             30.000000 ATIVO                          
        3847 CAIBRO MADEIRA 6,0                                                                                                       7700010038477                                 9.0000             36.000000 ATIVO                          
        4278 CAIBRO MADEIRA DE 3,5                                                                                                    <null>                                       11.0000             21.000000 ATIVO                          
        3771 CAIXA 4X4 AMARELA                                                                                                        <null>                                        8.0000              5.000000 ATIVO                          
        3600 CAIXA CORREIO AMARELA                                                                                                    7700010036008                                 2.0000             36.000000 ATIVO                          
        3598 CAIXA CORREIO DOURADA                                                                                                    7700010035988                                 3.0000             38.000000 ATIVO                          
        3599 CAIXA CORREIO PRETA                                                                                                      7700010035995                                 1.0000             38.000000 ATIVO                          
        4176 CAIXA D AGUA PVC FORTLEV 1000LT AZUL                                                                                     7898911343063                                 1.0000            398.000000 ATIVO                          
        4174 CAIXA D AGUA PVC FORTLEV 250 LT AZUL                                                                                                                                  -1.0000            220.000000 ATIVO                          
        4175 CAIXA D AGUA PVC FORTLEV 500LT AZUL                                                                                      7898543592556                                 1.0000            247.000000 ATIVO                          
        3498 CAIXA DE DESCARGA ALUMASA                                                                                                7899085400002                                 4.0000             43.000000 ATIVO                          
        3499 CAIXA DE DESCARGA GRANPLAST                                                                                              7898945769174                                 3.0000             43.000000 ATIVO                          
        3578 CAIXA DE GORDURA KRONA 18 LITROS                                                                                         7897801320337                                 2.0000            290.000000 ATIVO                          
        3326 CAIXA DE LUZ 4X2 AMARELA                                                                                                 7891435046403                                 4.0000              2.000000 ATIVO                          
        4222 CAIXA DE LUZ 4X2 AMARELO PLASBOHN                                                                                        7897203418519                               504.0000              2.000000 ATIVO                          
          22 CAIXA DE LUZ 4X2 FORTLEV                                                                                                 7898543591511                                38.0000              2.000000 ATIVO                          
        3327 CAIXA DE LUZ 4X2 PRETA                                                                                                   7700010033274                                 7.0000              1.500000 ATIVO                          
         512 CAIXA DE LUZ LAJE AJUSTAVEL PRETA                                                                                        7898951425729                                 3.0000             11.000000 ATIVO                          
        4187 CAIXA DE LUZ ROMA                                                                                                        7891595005548                                44.0000              2.000000 ATIVO                          
        3585 CAIXA DE PASSAGEM MULTIPLA P INSPEÇÃO                                                                                    7891595007016                                 3.0000            125.000000 ATIVO                          
        1252 CAIXA DISTR PVC P/06 DISJ TAF  -  REF 7142                                                                               7898330671426                                11.0000             34.000000 ATIVO                          
        3504 CAIXA HASTE TERRA PEQ                                                                                                    742832981590                                  5.0000              8.000000 ATIVO                          
        3830 CAIXA MED HIDROMETRO SAAE (CAIXA)                                                                                        7700010038309                                15.0000              0.000000 INATIVO                        
        3828 CAIXA MED HIDROMETRO SAAE (COMPLETA)                                                                                     7700010038286                                 5.0000             45.000000 ATIVO                          
        3508 CAIXA MED MONO NEOENERGIA 07                                                                                             609963037612                                 28.0000             55.000000 ATIVO                          
          93 CAIXA PE FORTLEV 1000 L                                                                                                  7700010000931                                 1.0000            300.000000 ATIVO                          
        1402 CAIXA SIFONADA QUADRADA 250X230X75 FORTLEV*                                                                              7898543593027                                 3.0000             88.000000 ATIVO                          
        4103 CAIXA SINFONADA 150X185X75MM                                                                                             7898543593393                                 9.0000             45.000000 ATIVO                          
        3474 CAIXA SINFONADA- KRONA                                                                                                   7897801302180                                31.0000             17.000000 ATIVO                          
         840 CAMARA AR BICICLETA ARO26 SE LEVOR                                                                                       7895616221108                                 2.0000             20.600000 ATIVO                          
         841 CAMARA AR CARRINHO 3,25X8 COLSON                                                                                         7898505234098                                 1.0000             17.000000 ATIVO                          
        1779 CAMARA AR MOTO 18 SA LEVORIN                                                                                             3528704788101                                -2.0000             40.000000 ATIVO                          
        1537 CAMARA AR MOTO17 D.BIZ MTOSIR                                                                                            7898691810014                                 1.0000             35.000000 ATIVO                          
         632 CAMARA AR P/CARRINHO 3,25X8 URIAH                                                                                        7897208683455                                 1.0000             20.000000 ATIVO                          
        3086 CAMARA DE AR                                                                                                             7513204987006                                17.0000             20.000000 ATIVO                          
        4173 CAMARA DE AR 3 25 X 8 AJAX@                                                                                              7899658904258                                 6.0000             22.000000 ATIVO                          
        3087 CAMARA DE AR CAPANEMA                                                                                                    7513204987488                                 4.0000             20.000000 ATIVO                          
        3088 CAMARA DE AR DE MOTO - LEVORIN                                                                                           7895616286022                                 3.0000             39.000000 ATIVO                          
        3089 CAMARA DE AR DE MOTO - LEVORIN 110                                                                                       7895616285513                                 3.0000             46.000000 ATIVO                          
        3090 CAMARA DE AR DE MOTO - LEVORIN 70                                                                                        7895616278393                                12.0000             36.000000 ATIVO                          
        4162 CAMARA DE AR DE MOTO SB 17                                                                                               3528706552823                                 3.0000             40.000000 ATIVO                          
        4130 CAMARA DE AR P/ CARRO VULCAN R13//R14                                                                                    000090833359                                  4.0000             60.000000 ATIVO                          
        1865 CAMPAINHA DIG S FIO BIV BR FOXLUX                                                                                        7898105770736                                 1.0000             87.000000 ATIVO                          
         772 CANALETA 14                                                                                                              7700010007725                               297.0000              3.500000 ATIVO                          
        3961 CANALETA 20 X 10 X 2000 C/DIV - TRAMONTINA                                                                               7891435934588                                48.0000             12.000000 ATIVO                          
         770 CANALETA 9                                                                                                               7700010007701                               454.0000              3.000000 ATIVO                          
        3977 CANALETA BRANCA C/FITA DUPLA FACE                                                                                        7898598483526                                48.0000             10.000000 ATIVO                          
        3981 CANALETA TOP 50 X 20 X 2000 BRANCA - TRAMONTINA                                                                          7891435037999                                 2.0000             18.000000 ATIVO                          
        3209 CANIVETE AUTOMATICO 20CM                                                                                                 7899441529422                                 2.0000             42.000000 ATIVO                          
        4144 CANO DE ESG 50MM                                                                                                         <null>                                        0.0000             55.000000 ATIVO                          
        3341 CANO DE ESGOTO 40CM                                                                                                      7700010033410                                -2.0000              7.000000 ATIVO                          
        3187 CAPA PARA FACÃO                                                                                                          7700010031874                                 4.0000             23.000000 ATIVO                          
        4170 CARRAPETA TORN INJET 1 2                                                                                                 7899074722955                               100.0000              1.000000 ATIVO                          
        3342 CARRINHO DE AREIA GROSSA                                                                                                 7700010033427                                 3.0000             15.000000 ATIVO                          
        4264 CARRO MAO BAC EXT FORTE PNCM 65L TRAMONT                                                                                 7891117065395                                 1.0000            423.000000 ATIVO                          
        3773 CARROÇA DE AREIA GROSSA                                                                                                  <null>                                        0.0000             55.000000 ATIVO                          
        3777 CARROÇA DE AREIA MEDIA                                                                                                   <null>                                        0.0000             45.000000 ATIVO                          
        3774 CARROÇA DE BRITA                                                                                                         <null>                                        0.0000             55.000000 ATIVO                          
        3620 CATALISADOR DE MEK 7G L:218                                                                                              7292368380495                                 8.0000              2.000000 ATIVO                          
        3011 CATALISADOR DE MEK 7G L:688                                                                                              7898964931019                                22.0000              2.000000 ATIVO                          
        4169 CAVAD ART 1 10M TRAMONTINA COM CABO                                                                                      7891117051497                                 1.0000             77.000000 ATIVO                          
        3633 CAVADEIRA ARTICULADA 1,25M                                                                                               7897488030673                                48.0000             48.000000 ATIVO                          
        1888 CC 101,6 X 50,8 X 14,0 C 36 M5B                                                                                          7890187010915                                13.0000             29.000000 ATIVO                          
        2379 CHAVE ALLEN 1.5 06MM BRASFORT                                                                                            7898094332151                                 1.0000              9.000000 ATIVO                          
        2380 CHAVE ALLEN 1.5 10MM BRASFORT                                                                                            7898094332168                                 1.0000             19.000000 ATIVO                          
        3413 CHAVE BIELA - 12MM - DIMAX                                                                                               7899440069042                                 0.0000             29.000000 ATIVO                          
        4178 CHAVE BIELA 08MM FOXLUX@                                                                                                 7898105777025                                 3.0000             23.000000 ATIVO                          
        4179 CHAVE BIELA 09MM MAYLE NOVA@                                                                                             7891645121662                                 3.0000             27.000000 ATIVO                          
         887 CHAVE BIELA 09MM TRAMONTINA(E) -  REF 42805/109*                                                                         7891114029659                                 1.0000             16.000000 ATIVO                          
        3438 CHAVE BIELA 10MM                                                                                                         7898105777049                                 3.0000             25.000000 ATIVO                          
        3402 CHAVE BIELA 11MM                                                                                                         7895315016616                                 2.0000             18.000000 ATIVO                          
        3404 CHAVE BIELA 11MM - DIMAX                                                                                                 7899440069035                                 2.0000             26.000000 ATIVO                          
        1032 CHAVE BIELA 11MM MAYLE #I(E) -  REF 103011MY                                                                             7891645121686                                 2.0000             26.000000 ATIVO                          
        3406 CHAVE BIELA 13MM - DIMAX                                                                                                 7899440069059                                 4.0000             29.000000 ATIVO                          
        2540 CHAVE BIELA 13MM 42805113 TRAMONTINA                                                                                     7891114029697                                 1.0000             31.000000 ATIVO                          
        4180 CHAVE BIELA 13MM MAYLE NOVA@                                                                                             7891645121709                                 4.0000             31.000000 ATIVO                          
        2539 CHAVE BIELA 14MM 42805114 TRAMONTINA                                                                                     7891114029703                                 4.0000             32.000000 ATIVO                          
        2808 CHAVE BIELA 15MM TRAMON  - 42805/115                                                                                     7891114029710                                 4.0000             29.000000 ATIVO                          
        4177 CHAVE BIELA 16MM MAYLE NOVA@                                                                                             7891645121730                                 2.0000             34.000000 ATIVO                          
        2625 CHAVE BIELA 16MM TRAMON.IGUAL L EN                                                                                       7891114029727                                 1.0000             30.000000 ATIVO                          
        1757 CHAVE BIELA 17MM 42805117 TRAMONTINA                                                                                     7891114029734                                 5.0000             32.000000 ATIVO                          
        2022 CHAVE BIELA 18MM MAYLE  -  REF 103018MY                                                                                  7891645121754                                 3.0000             38.000000 ATIVO                          
        3403 CHAVE BIELA 19MM - DIMAX                                                                                                 7899440069103                                 2.0000             33.000000 ATIVO                          
        2327 CHAVE BIELA 19MM MAYLE #I  -  REF 103019MY                                                                               7891645121761                                 1.0000             45.000000 ATIVO                          
          74 CHAVE BIELA ACO CARB 16 MM DISMA                                                                                         7893946126018                                 1.0000             26.000000 ATIVO                          
          79 CHAVE BIELA ACO CARB 18 MM NOVE 54                                                                                       7893946470968                                 1.0000             28.000000 ATIVO                          
        3447 CHAVE BOCA 14X15                                                                                                         7898105777605                                 5.0000             10.000000 ATIVO                          
        2269 CHAVE COMBINADA 07MM TRAMONTINA  -  REF 41128/107                                                                        7891114063516                                 3.0000             12.000000 ATIVO                          
        2270 CHAVE COMBINADA 09MM TRAMONTINA  -  REF 41128/109                                                                        7891114063530                                 1.0000             12.000000 ATIVO                          
        3415 CHAVE COMBINADA 10MM - DIMAX                                                                                             7899440068502                                 1.0000             10.000000 ATIVO                          
        3446 CHAVE COMBINADA 12 MM                                                                                                    7899440068526                                 3.0000              9.000000 ATIVO                          
        3412 CHAVE COMBINADA 13MM - DIMAX                                                                                             7899440068533                                14.0000              9.000000 ATIVO                          
        1055 CHAVE COMBINADA 13MM TRAMONTINA(E) -  REF 41128/113                                                                      7891114063578                                 0.0000             15.000000 ATIVO                          
        3468 CHAVE COMBINADA 14MM                                                                                                     7895315004088                                 6.0000             10.000000 ATIVO                          
        2538 CHAVE COMBINADA 15MM STANLEY                                                                                             888317000537                                  2.0000             18.000000 ATIVO                          
         634 CHAVE COMBINADA 15MM TRAMONTINA(E) -  REF 41128/115                                                                      7891114063592                                 4.0000             15.000000 ATIVO                          
        3442 CHAVE COMBINADA 16MM                                                                                                     7895315007164                                 1.0000             16.000000 ATIVO                          
         705 CHAVE COMBINADA 18/18MM                                                                                                  7895315010089                                 2.0000             18.000000 ATIVO                          
         709 CHAVE COMBINADA 20/20MM                                                                                                  7895315010096                                 7.0000             18.000000 ATIVO                          
        2809 CHAVE COMBINADA 22MM 102019MY MAYLE  - 102019MY                                                                          7891645116750                                 1.0000             25.000000 ATIVO                          
        3399 CHAVE COMBINADA 24MM - MAYLE                                                                                             7891645116774                                 3.0000             27.000000 ATIVO                          
        3397 CHAVE COMBINADA 32MM                                                                                                     7895315010133                                 3.0000             55.000000 ATIVO                          
         693 CHAVE COMBINADA 6MM                                                                                                      7895315011048                                 6.0000              5.000000 ATIVO                          
        3450 CHAVE DE BOCA 10X11                                                                                                      7898105777582                                 5.0000              8.000000 ATIVO                          
        3458 CHAVE DE BOCA 12X13MM                                                                                                    7898105777599                                 5.0000              8.000000 ATIVO                          
        3424 CHAVE DE FENDA PONTA CHATA                                                                                               7891114010961                                 3.0000             14.000000 ATIVO                          
        3434 CHAVE DE FENDA PONTA CHATA 3X125                                                                                         7891114010882                                 4.0000              7.000000 ATIVO                          
        3435 CHAVE DE FENDA PONTA CHATA 3X75                                                                                          7891114010848                                 1.0000              6.000000 ATIVO                          
        3429 CHAVE DE FENDA PONTA CHATA 6X10                                                                                          891114010923                                  2.0000             10.000000 ATIVO                          
        3431 CHAVE DE FENDA PONTA CHATA 6X125                                                                                         7891114010930                                 1.0000             11.000000 ATIVO                          
        3422 CHAVE DE FENDA PONTA CRUZADA 10X20                                                                                       7891114011111                                 3.0000             30.000000 ATIVO                          
        3423 CHAVE DE FENDA PONTA CRUZADA 8X20                                                                                        7891114102147                                 2.0000             18.000000 ATIVO                          
        3204 CHAVE DE MANDRIL                                                                                                         028874900189                                  5.0000             15.000000 ATIVO                          
        3401 CHAVE DE PRECISÃO                                                                                                        7897186004358                                 1.0000             18.000000 ATIVO                          
        3410 CHAVE DE RODA 19MM - TRAMONTINA                                                                                          7891114029772                                 2.0000             33.000000 ATIVO                          
        3577 CHAVE DE TESTE FENDA 5-1\2                                                                                               7895315001971                                43.0000              5.000000 ATIVO                          
        3200 CHAVE DE VIRAR FERRO 3/8                                                                                                 7898089528613                                 2.0000             34.000000 ATIVO                          
        3199 CHAVE DE VIRAR FERRO 5/16                                                                                                7898281341348                                 2.0000             20.000000 ATIVO                          
        3734 CHAVE ESTRELA 18 X 19MM -EDA                                                                                             7700010037340                                 2.0000             18.000000 ATIVO                          
        3733 CHAVE ESTRELA 20 X 22MM -EDA                                                                                             7700010037333                                 3.0000             22.000000 ATIVO                          
        3732 CHAVE ESTRELA 24 X 27MM -EDA                                                                                             7700010037326                                 4.0000             23.000000 ATIVO                          
        3730 CHAVE ESTRELA 6 X 7MM -EDA                                                                                               7700010037302                                 1.0000              7.000000 ATIVO                          
           2 CHAVE ESTRELA C.V 21 X 23MM EDA PROF                                                                                     7895315010041                                 4.0000             24.000000 ATIVO                          
        1547 CHAVE FENDA 1X4X6 AM 41500032 TRAMONTINA*                                                                                7891114010947                                 1.0000             11.000000 ATIVO                          
        1546 CHAVE FENDA 3X16X6 AM 41500023 TRAMONTINA*                                                                               7891114010916                                 5.0000              9.000000 ATIVO                          
        4125 CHAVE FENDA PONTA CHATA 1/8X3 3X75 TRAMONTINA                                                                                                                          6.0000              4.000000 ATIVO                          
         692 CHAVE FIXA  PROFISSIONAL EDA                                                                                             7895315009847                                 1.0000              5.000000 ATIVO                          
        3737 CHAVE FIXA 14 X 15MM -EDA                                                                                                7700010037371                                 2.0000             15.000000 ATIVO                          
        3736 CHAVE FIXA 16 X 17MM -EDA                                                                                                7700010037364                                 1.0000             15.000000 ATIVO                          
        3395 CHAVE FIXA 21X23                                                                                                         7895315009922                                 2.0000             22.000000 ATIVO                          
        3396 CHAVE FIXA 30X32MM                                                                                                       7895315009953                                 1.0000             33.000000 ATIVO                          
        4229 CHAVE GRIFFO 14'' T/STILLSON                                                                                             <null>                                        3.0000             46.000000 ATIVO                          
        4228 CHAVE GRIFFO T/STILLSON 18''                                                                                             <null>                                        3.0000             79.000000 ATIVO                          
        3375 CHAVE GRIFO 10                                                                                                           7898094331338                                 1.0000             37.000000 ATIVO                          
        3394 CHAVE INGLESA AJUSTAVEL - VOX                                                                                            7898692800977                                 1.0000             57.000000 ATIVO                          
        3392 CHAVE INTERC. DE PRECISÃO C23 PÇ                                                                                         7895315013134                                 1.0000             40.000000 ATIVO                          
        3207 CHAVE PARA MANDRIL                                                                                                       7899612722577                                 4.0000              9.000000 ATIVO                          
        3227 CHAVE PARA MANDRIL - BRASFORT                                                                                            7898464738385                                 5.0000              7.000000 ATIVO                          
        1810 CHAVE PHILIPS 1X4X4 CRV FOXLUX                                                                                           7898105776295                                 1.0000             15.000000 ATIVO                          
        3419 CHAVE PHILLIPS 1\8X4                                                                                                     7899440074909                                 6.0000              5.000000 ATIVO                          
