
  ID_PRODUTO PRODUTO                                                                                                                  BARRAS                                       ESTOQUE           VALOR_VENDA STATUS                         
        3094 PIGMENTO EM PÓ - MARROM - XADREZ 250G                                                                                    7891106002233                                 6.0000             14.000000 ATIVO                          
        3093 PIGMENTO EM PÓ - PRETO - XADREZ 250G                                                                                     7891106002219                                 5.0000             14.000000 ATIVO                          
        4012 PINCEIS PLASTICOS  - CONDOR - 10                                                                                         7891055032596                                 9.0000              4.000000 ATIVO                          
        4013 PINCEIS PLASTICOS  - CONDOR - 14                                                                                         7891055061695                                 8.0000              8.000000 ATIVO                          
        4011 PINCEIS PLASTICOS  - CONDOR - 6                                                                                          7891055032398                                 4.0000              2.500000 ATIVO                          
        4010 PINCEIS PLASTICOS  - CONDOR - 8                                                                                          7891055032497                                 7.0000              3.000000 ATIVO                          
        2901 PINCEL CONDOR 101,0MM                                                                                                    7891055170403                                 6.0000             16.000000 ATIVO                          
        2902 PINCEL TIGRE  63,5 MM                                                                                                    7891395061980                                13.0000             10.000000 ATIVO                          
        2906 PINCEL TIGRE 12 MM                                                                                                       7891395061560                                17.0000              3.000000 ATIVO                          
        2908 PINCEL TIGRE 12 MM PRET                                                                                                  7891395061935                                 4.0000              3.000000 ATIVO                          
        2905 PINCEL TIGRE 19 MM                                                                                                       7891395061577                                24.0000              4.000000 ATIVO                          
        2904 PINCEL TIGRE 25,4 MM                                                                                                     7891395061584                                14.0000              4.000000 ATIVO                          
        2903 PINCEL TIGRE 50,8 MM                                                                                                     7891395061607                                 7.0000              8.000000 ATIVO                          
        3346 PINO BIP. 10A  - PLUZIE                                                                                                  7700010033465                                 2.0000              6.000000 ATIVO                          
        3345 PINO BIP. EUROPEU 10A 1PÇ                                                                                                7891128010414                                 4.0000              6.000000 ATIVO                          
        4163 PINO FEMEA 20A                                                                                                           <null>                                        1.0000              8.000000 ATIVO                          
        4084 PINO MACHO                                                                                                               789658681616                                  3.0000              8.000000 ATIVO                          
        3008 PINTA FIX                                                                                                                7898966798054                                17.0000              2.000000 ATIVO                          
         447 PISTOLA DE COLA QUENTE                                                                                                   7898105772730                                 1.0000             30.000000 ATIVO                          
        2113 PISTOLA PINT.AR DIRETO MACLOREN                                                                                          7897768400530                                 2.0000            106.000000 ATIVO                          
        3918 PITAO 03 BUCHAS 8                                                                                                        7898315310272                                30.0000              5.000000 ATIVO                          
        3912 PITAO 8                                                                                                                  7700010039122                                78.0000              1.500000 ATIVO                          
         518 PLACA 4X4 CEGA BRANCA + SUPORTE                                                                                          7899191912932                                 1.0000              6.000000 ATIVO                          
         202 PLACA CEGA 4X2 BRANC                                                                                                     7898929349491                                 1.0000              6.000000 ATIVO                          
        1346 PLACA PLUZIE IDEALE BR CEGA CFURO 4X2 3238                                                                               7898929349484                                10.0000              5.000000 ATIVO                          
        2855 PLSFON COM SOQUETE DE PORCELANA E27                                                                                      751320322692                                 58.0000              7.000000 ATIVO                          
        2848 PLUG DESMONTAVEL 2P+T 10A PLUZIE                                                                                         7898501821490                                 5.0000              5.000000 ATIVO                          
        3062 PLUG FEMEA 20A ILUMI                                                                                                     7700010030624                                 3.0000              8.000000 ATIVO                          
        3347 PLUG PLUS. 10A                                                                                                           7700010033472                                 3.0000              6.000000 ATIVO                          
        3793 PLUG ROSCAVEL 1/2                                                                                                        <null>                                       10.0000              1.000000 ATIVO                          
         156 PLUG ROSCAVEL 1/2 FORTLEV                                                                                                7898543590477                                50.0000              0.500000 ATIVO                          
        2687 PLUGUE FEMEA 2P 10A TRAMONTINA                                                                                           7891435037548                                87.0000              5.000000 ATIVO                          
        2688 PLUGUE MACHO 2P 10A TRAMONTINA                                                                                           7891435036701                               176.0000              5.000000 ATIVO                          
        3875 PLUGUE MACHO 2P+T 10A DESMONTAVEL BR 9216 PLUZIE                                                                         7898929349309                                25.0000              6.000000 ATIVO                          
        3876 PLUGUE MACHO 2P+T 20A DESMONTAVEL BR 9224 PLUZIE                                                                         7898501829328                                 6.0000              8.380000 ATIVO                          
         203 PLUZIE IDEALE BR 2 TOMADAS                                                                                               7898495988223                                42.0000             12.000000 ATIVO                          
        2642 PLUZIE INTER PERA MEIO FIO BRANCA 8651                                                                                   7898488439022                                25.0000              5.890000 ATIVO                          
        2689 PLUZIE SOBREPLUS BR 1 TOMADA 2P+T 20A 9012                                                                               7898501821704                                 3.0000             12.000000 ATIVO                          
        2643 PLUZIE SOBREPLUS BR INTER. 1TC SIMPLES 9000                                                                              7898501821575                                21.0000              9.420000 ATIVO                          
        1573 PLUZIE TOMADA EXTERNA BRANCA 10 AMP (9011)                                                                               7898501821681                                 7.0000             10.000000 ATIVO                          
        2029 PNEU CARRINHO BALAO P/ CARGA 4X8 COLSON  -  REF 47470002220700004964                                                     7898505231202                                 1.0000            124.000000 ATIVO                          
        2005 PNEU PARA CARRO DE MAO 3.25X8 COLSON 6357                                                                                7898505232407                                 2.0000             41.400000 ATIVO                          
        3624 PO DE BRITA                                                                                                              <null>                                      208.0000              3.500000 ATIVO                          
        3195 PONTEIRA AÇO REDONDA 5/8 X10                                                                                             7897937427467                                 5.0000             23.000000 ATIVO                          
        2595 PONTEIRO RED 08 3/4 20CM SAO ROMAO                                                                                       7898089528378                                 9.0000             24.000000 ATIVO                          
        3512 PORCA 5X U. NC  3/4                                                                                                      <null>                                       27.0000              3.000000 ATIVO                          
        3547 PORCA 5X U. NC  5/16                                                                                                     <null>                                      373.0000             50.000000 ATIVO                          
        3513 PORCA 5X U. NC  5/8                                                                                                      <null>                                       47.0000              2.000000 ATIVO                          
        3514 PORCA 5X U. NC 1/2                                                                                                       <null>                                       64.0000              1.500000 ATIVO                          
        3535 PORCA 5X U. NC 3/16                                                                                                                                                  286.0000              0.700000 ATIVO                          
        3534 PORCA 5X U. NC 3/8                                                                                                       <null>                                      125.0000              0.800000 ATIVO                          
         923 PORCA 5X UNC  1/4                                                                                                        7892183072461                               333.0000              0.500000 ATIVO                          
        3640 PORCA 5X UNC  3/16                                                                                                       <null>                                     1025.0000              0.300000 ATIVO                          
        3639 PORCA 8.8 5X ACO 6MM                                                                                                     <null>                                      467.0000              0.300000 ATIVO                          
        3515 PORCA 8.8 5X10MM                                                                                                         <null>                                      269.0000              1.000000 ATIVO                          
        3554 PORCA BORBOLETA 1/4                                                                                                      <null>                                      178.0000              1.000000 ATIVO                          
        3550 PORCA BORBOLETA 3/8                                                                                                                                                  190.0000              1.500000 ATIVO                          
        3552 PORCA BORBOLETA 5/16                                                                                                     <null>                                      188.0000              1.200000 ATIVO                          
        3911 PORCA QUADRADA                                                                                                           7700010039115                                53.0000              0.400000 ATIVO                          
        3638 PORCA TRAVANTE 3/8                                                                                                       <null>                                       98.0000              1.000000 ATIVO                          
        3842 PORTA 210X60                                                                                                             7700010038422                                11.0000            140.000000 ATIVO                          
        3841 PORTA 210X70                                                                                                             7700010038415                                14.0000            140.000000 ATIVO                          
        3969 PORTA ACOMP. KIT P/ UM VAO                                                                                               7700010039696                                 2.0000            177.000000 ATIVO                          
        3560 PORTA GRELHA                                                                                                             7897801307116                                 9.0000              5.000000 ATIVO                          
        3561 PORTA GRELHA 58                                                                                                          7897801307246                                 8.0000              5.000000 ATIVO                          
        4136 PORTA LISA HDF 30MM COLMEIA IPE 80                                                                                                                                     0.0000            140.000000 ATIVO                          
        3965 PORTA NEVE SANFONADA PVC 60CM X 2,10M - PLASTILIT                                                                        41003658949                                   1.0000            158.000000 ATIVO                          
        3964 PORTA NEVE SANFONADA PVC 80CM X 2,10M - PLASTILIT                                                                        41003663749                                   1.0000            163.000000 ATIVO                          
        3772 PORTA SANF. PLASTLIT 60X2,10 BRANCA                                                                                      <null>                                        1.0000            112.000000 ATIVO                          
        3978 PORTA SANFONADA 80CM BRANCA - PLASFLEX                                                                                   7898600570121                                 1.0000            157.000000 ATIVO                          
        1996 PORTA SHAMPO CGANCHO BR 50122 ATLAS PRIMAFER                                                                             7896003850376                                 4.0000             28.000000 ATIVO                          
          16 PORTA SHAMPOO CANTO BR VIATEK                                                                                            7898951425446                                 0.0000             28.000000 ATIVO                          
        2887 PORTA TOALHA BANHO RETO                                                                                                  7898606832361                                 4.0000             15.000000 ATIVO                          
        1735 PORTA-GRELHA 100MM QUAD BR FORTLEV                                                                                       7898911728686                                 4.0000              5.000000 ATIVO                          
        1343 POWER MOTOR OIL                                                                                                          7897170501481                                 1.0000             19.000000 ATIVO                          
        3381 PRATELEIRA DE VIDRO 12X3,5CM                                                                                             7700010033816                                 1.0000             17.000000 ATIVO                          
        3947 PREGO AGRANEL  DE CAIBRO DE KG                                                                                           <null>                                       -2.2610             30.000000 ATIVO                          
        3800 PREGO AGRANEL DE RIPA DE KG                                                                                              <null>                                       98.2020             30.000000 ATIVO                          
        3530 PREGO BELGO 19X36                                                                                                        7899192206832                                 8.0000             25.000000 ATIVO                          
         687 PREGO BELGO 19X39                                                                                                        7899192206849                                20.0000             25.000000 ATIVO                          
         689 PREGO BELGO CAIBRAL 18X27                                                                                                7899192206795                                14.5000             25.000000 ATIVO                          
         690 PREGO BELGO RIPAL 15X18                                                                                                  7899192207440                                68.0000             24.000000 ATIVO                          
        2959 PREGO COM CABEÇA 10X10                                                                                                   7897208681482                                 1.0000              3.000000 ATIVO                          
        3543 PREGO COM CABEÇA 18X11 GERDAU                                                                                            7891738018961                                 1.0000             33.000000 ATIVO                          
        3545 PREGO COM CABEÇA BITOLA 3X8                                                                                              7891738019111                                 1.0000             25.000000 ATIVO                          
        3555 PREGO COM CABEÇA GERDAU BITOLA 15X18                                                                                     7891738018862                                21.0000             25.000000 ATIVO                          
        3551 PREGO GERDAU COM CABEÇA BITOLA 18X27                                                                                     7891738018992                                35.0000             25.000000 ATIVO                          
        3557 PREGO TELHEIRO 18X27                                                                                                     7899702803872                                 6.0000             25.000000 ATIVO                          
        2745 PREGO TELHEIRO COMPREL 18X27 C.PEQ C/50                                                                                  7898959933035                                 1.0000             20.000000 ATIVO                          
        2344 PRIMER BASE AGUA 3.6L DRYKO                                                                                              7898932677444                                 0.0000             58.710000 ATIVO                          
        4004 PROLONGADOR 3/4 - 1/2  KRONA                                                                                             7700010040043                                34.0000              7.000000 ATIVO                          
        4007 PROLONGADOR 3/4 - 1/2- TIGRE                                                                                             7897613320082                                 5.0000              7.000000 ATIVO                          
        4002 PROLONGADOR 40 MM 1/2 - 3/4 - HERC                                                                                       7700010040029                                 7.0000              7.000000 ATIVO                          
        4001 PROLONGADOR 40 MM 1/2 - 3/4 - LEKAT                                                                                      5596                                         13.0000              7.000000 ATIVO                          
        3767 PROLONGADOR DE PIA                                                                                                       <null>                                        3.0000              1.000000 ATIVO                          
        3765 PROLONGADOR P CHUVEIRO                                                                                                   <null>                                        1.0000              7.000000 ATIVO                          
        1536 PROTETOR AURI.PLUG 17DB COMPLI                                                                                           7898941767211                                41.0000              2.000000 ATIVO                          
        3124 PROTETOR DE TOMADA                                                                                                       <null>                                       23.0000              1.000000 ATIVO                          
        3239 PRUMO CONICO 300G                                                                                                        7896777924358                                 1.0000             22.000000 ATIVO                          
        3222 PRUMO DE AÇO 500G                                                                                                        7897937408046                                12.0000             28.140000 ATIVO                          
        3221 PRUMO DE AÇO 750G                                                                                                        7898011975256                                 2.0000             47.000000 ATIVO                          
        3220 PRUMO DE PAREDE 400G                                                                                                     7899095456167                                 6.0000             36.000000 ATIVO                          
        3223 PRUMO DE PAREDE 400GR                                                                                                    7897488031830                                 3.0000             36.000000 ATIVO                          
        3224 PRUMO DE PAREDE 700G                                                                                                     7897488001703                                 1.0000             46.000000 ATIVO                          
         884 PRUMO GALV CROM 400G MOMFORT                                                                                             7897937401528                                 4.0000             36.000000 ATIVO                          
         885 PRUMO GALV CROM 700G MOMFORT                                                                                             7897937401535                                12.0000             32.780000 ATIVO                          
        2915 PULSADOR CAMPAINHA 10A                                                                                                   7899639232745                                 2.0000             10.000000 ATIVO                          
        1951 PULVERIZADOR DOMEST EXPORT 370ML GUARAN                                                                                  7891988002598                                 9.0000             18.000000 ATIVO                          
         488 PURIFICADOR DE AGUA                                                                                                      7898059548450                                 3.0000             63.000000 ATIVO                          
        2921 PÁDOVA VALVULA INOX                                                                                                      7898954237053                                 4.0000             13.000000 ATIVO                          
        3502 QUADRO DE DISTRIBUIÇÃO SOPRANO                                                                                           7892327520032                                 2.0000             91.900000 ATIVO                          
        2138 QUADRO DIST. EMB. 0304 DIN TP BRANCO TAF                                                                                 7898330670528                                 1.0000             24.000000 ATIVO                          
        1721 QUEROSENE 450ML NATRIELLI                                                                                                7897176401761                                 1.0000             15.000000 ATIVO                          
        2952 RABICHO PLUG 3                                                                                                           7898958277512                                30.0000             15.000000 ATIVO                          
        2953 RABICHO PLUG 5                                                                                                           7898958277529                                34.0000             20.000000 ATIVO                          
        4146 RACK PARA PADRAO DE ENERGIA                                                                                                                                           22.0000             10.000000 ATIVO                          
        3213 RALINHO PARA PIA 115MM - ORIGINAL LINE                                                                                   7899751104654                                 4.0000             15.000000 ATIVO                          
        3216 RALINHO PARA PIA 54MM - ORIGINAL LINE                                                                                    7899751104623                                 5.0000              8.000000 ATIVO                          
        3215 RALINHO PARA PIA 72MM - ORIGINAL LINE                                                                                    7899751104630                                10.0000             10.000000 ATIVO                          
        3214 RALINHO PARA PIA 90MM - ORIGINAL LINE                                                                                    7899751104647                                 1.0000             13.300000 ATIVO                          
        3471 RALO                                                                                                                     7898945769358                                 2.0000              6.000000 ATIVO                          
        3473 RALO 1                                                                                                                   7700010034738                                 1.0000              6.000000 ATIVO                          
        3778 RALO DE PIA                                                                                                              <null>                                       -1.0000             10.000000 ATIVO                          
        2740 RALO SIF RED DN100 BR LUCONI                                                                                             7894061001129                                15.0000              6.000000 ATIVO                          
        4165 RALO SIFONADO 100X38 DN 40                                                                                               7897801302753                                -1.0000              8.000000 ATIVO                          
        1359 RATOEIRA ADESIVA GRUDA RATO                                                                                              7898684170682                                 2.0000              4.000000 ATIVO                          
        3939 REBITE DE REPUXO                                                                                                         7700010039399                               310.0000              0.300000 ATIVO                          
        3942 REBITE DE REPUXO                                                                                                         7700010039429                               780.0000              0.250000 ATIVO                          
        3941 REBITE DE REPUXO 3,0 X 12                                                                                                7700010039412                              1165.0000              0.250000 ATIVO                          
        3937 REBITE DE REPUXO 3,0 X 2,5                                                                                               7700010039375                               370.0000              0.250000 ATIVO                          
        3938 REBITE DE REPUXO 3,0 X 20                                                                                                7700010039382                               246.0000              0.250000 ATIVO                          
        3940 REBITE DE REPUXO 4,0 X 6                                                                                                 7700010039405                               642.0000              0.250000 ATIVO                          
        3936 REBITE DE REPUXO 4,8 X 6                                                                                                 7700010039368                               860.0000              0.300000 ATIVO                          
        4008 REDUCAO 1/2 - 3/4 - HERC                                                                                                 7700010040081                                10.0000              7.000000 ATIVO                          
        3533 REDUCAO 100 X50 - FORTLEV                                                                                                7700010035339                                 3.0000             10.000000 ATIVO                          
        3536 REDUCAO 100 X75 - FORTLEV                                                                                                7700010035360                                 4.0000             14.000000 ATIVO                          
        3996 REDUCAO 3/4 - 1/2                                                                                                        7897801302128                                37.0000              3.000000 ATIVO                          
        3572 REDUCAO C/ ROSCA 1/2                                                                                                     7700010035728                                 1.0000              6.000000 ATIVO                          
        3571 REDUCAO C/ ROSCA 3/4                                                                                                     7897613321010                                 2.0000              8.000000 ATIVO                          
        4003 REDUCAO C/ ROSCA INT/EXT  3/4- 1/2  - AMANCO                                                                             7700010040036                                41.0000              7.000000 ATIVO                          
        4006 REDUCAO C/ ROSCA INT/EXT 3/4 - 1/2  -CORR PLASTIK                                                                        7700010040067                                13.0000              7.000000 ATIVO                          
        3998 REDUCAO DE 50X25 FORTELEVE MOROM                                                                                         <null>                                       -1.0000              5.000000 ATIVO                          
        4072 REDUCAO DE 75X50 AZUL C/ ROSCA                                                                                           7700010040722                                 2.0000              5.000000 ATIVO                          
        2534 REDUCAO EXCENT ESG1 (100X50MM) BCA CORR PLASTIK                                                                          7898527881638                                13.0000             13.000000 ATIVO                          
        4122 REDUCAO EXCENTR ESG SN 100X50 COOR PLAST                                                                                                                              10.0000              8.000000 INATIVO                        
        4120 REDUCAO EXCENTR ESG SN 100X50 FORTLEV                                                                                    7898543590859                                10.0000              8.000000 ATIVO                          
        4121 REDUCAO EXCENTR ESG SN 100X75 FORTLEV                                                                                    7898543592013                                10.0000             14.000000 ATIVO                          
        3541 REDUCAO EXCENTRICA 075X50MM FORTLEV                                                                                      7700010035414                                 4.0000              9.000000 ATIVO                          
         763 REDUCAO EXCENTRICA 075X50MM KRONA                                                                                        7897801302104                                 3.0000              9.000000 ATIVO                          
        3766 REDUÇÃO  ESG 50*40                                                                                                       <null>                                        0.0000              4.000000 ATIVO                          
        3210 REFLETOR SLIM 100                                                                                                        7899825509743                                 1.0000            143.000000 ATIVO                          
        3247 REFÉ FOTOCELULA                                                                                                          7898493996145                                 2.0000             35.000000 ATIVO                          
        4204 REG. ESFERA  1 2" ROSCA EXTERNA                                                                                          7897203410179                                20.0000             15.000000 ATIVO                          
        4207 REG. ESFERA  1 2" ROSCA INTERNA                                                                                          7897203410148                                10.0000              8.000000 ATIVO                          
        4205 REG. ESFERA  3 4" ROSCA EXTERNA                                                                                          7897203410186                                10.0000             15.000000 ATIVO                          
        4208 REG. ESFERA 20MM SOLD.                                                                                                   7897203410087                               100.0000              8.000000 ATIVO                          
        4209 REG. ESFERA 25MM SOLD.                                                                                                   7897203410094                                50.0000              8.000000 ATIVO                          
        4210 REG. ESFERA 32MM SOLD. MARROM                                                                                            7897203411763                                10.0000             13.000000 ATIVO                          
        4211 REG. ESFERA 40MM SOLD. MARROM                                                                                            7897203410117                                16.0000             22.000000 ATIVO                          
        4212 REG. ESFERA 50MM SOLD.                                                                                                   7897203410124                                16.0000             29.000000 ATIVO                          
        4213 REG. ESFERA 60MM SOLD.                                                                                                   7897203411770                                 6.0000             45.000000 ATIVO                          
        2214 REG. PVC ESFERA 50MM LEKAT                                                                                               7898234992153                                 2.0000             27.420000 ATIVO                          
        2867 REGADOR UNI 5L                                                                                                           0178979374445                                 8.0000             23.430000 ATIVO                          
        2868 REGADOR UNIVERSAL 10 LITROS                                                                                              7897937445478                                 6.0000             26.680000 ATIVO                          
        3703 REGISTRO 3/4 ROSCA INTERNA                                                                                               7700010037036                                 6.0000             13.000000 ATIVO                          
        3715 REGISTRO 3/4 ROSCA INTERNA - MULTILIT                                                                                    7700010037159                                 2.0000             13.000000 ATIVO                          
        2299 REGISTRO ESFERA  1/2MET.THOMPSON                                                                                         7898011977045                                 9.0000             16.000000 ATIVO                          
        3717 REGISTRO ESFERA - TIGRE                                                                                                  7897613330487                                 7.0000             35.000000 ATIVO                          
        3718 REGISTRO ESFERA ROSC- AMANCO                                                                                             7891960190039                                 9.0000             35.000000 ATIVO                          
        2349 REGISTRO ESFERA SOLD 40MM MARR VIQUA                                                                                     7898010800436                                 4.0000             34.100000 ATIVO                          
        4043 REGISTRO ESFERA SOLD AZUL 32MM - VIQUA                                                                                   7898010800412                                13.0000             15.000000 ATIVO                          
        3719 REGISTRO ESFERA SOLD C/UNIAO- FORTLEV                                                                                    7898543591566                                10.0000             28.000000 ATIVO                          
        3799 REGISTRO ESFERA SOLD.32MM - KRONA                                                                                        7897801301022                                 4.0000              0.000000 ATIVO                          
        3798 REGISTRO ESFERA SOLD.40MM - KRONA                                                                                        7897801301080                                 6.0000              0.000000 ATIVO                          
        3804 REGISTRO ESFERA SOLD.50MM - KRONA                                                                                        7997801301077                                12.0000              0.000000 ATIVO                          
        3801 REGISTRO ESFERA SOLD.60MM - KRONA                                                                                        7897801301084                                 2.0000              0.000000 ATIVO                          
        4044 REGISTRO ESFERA UNIAO AZUL                                                                                               7700010040449                                 8.0000             10.000000 ATIVO                          
        3666 REGISTRO GAVETA 1 ´´ DN 25 PN 15 JYL                                                                                     <null>                                        1.0000             25.000000 ATIVO                          
        2854 REGISTRO GAVETA 1509 MBR CROMADA                                                                                         7894066136680                                 3.0000             75.000000 ATIVO                          
        2856 REGISTRO GAVETA 3\4 DN20 IMPERATRIZ                                                                                      7898006105699                                 1.0000             88.000000 ATIVO                          
        2880 REGISTRO GAVETA C31                                                                                                      7899074736273                                 1.0000             72.000000 ATIVO                          
        1808 REGISTRO GAVETA MET 1509 3X4 C31ABS CR REAL                                                                              7899074745008                                 1.0000             72.000000 ATIVO                          
        4105 REGISTRO PRESSAO 1416 1/2 C-40 TAMPA CROMADA                                                                             7898580745519                                 4.0000             47.000000 ATIVO                          
        2860 REGISTRO PRESSAO 1416 3\4 C-33 ART METAIS                                                                                7898580744109                                 3.0000             47.000000 ATIVO                          
        2863 REGISTRO PRESSAO 1418 1\2 C-31 ART METAIS                                                                                7898580746554                                 2.0000             47.000000 ATIVO                          
        2870 REGISTRO PRESSAO C-33                                                                                                    7908233703411                                11.0000             68.000000 ATIVO                          
        2864 REGISTRO PRESSAO C33 ABS 1\2 DN15 REAL                                                                                   7899074704555                                 1.0000             60.000000 ATIVO                          
